趁心如意,称心如意,1
良晨美景,良辰美景,2
成下之盟,城下之盟,1
计日成功,计日程功,3
驰聘疆场,驰骋疆场,2
游日聘怀,游日骋怀,3
嗔目结舌,瞠目结舌,1
故作矜恃,故作矜持,4
人所不耻,人所不齿,4
斥之以鼻,嗤之以鼻,1
一愁莫展,一筹莫展,2
忧心忡重,忧心忡忡,4
冲耳不闻,充耳不闻,1
相形见拙,相形见绌,4
捶心泣血,椎心泣血,1
穿流不息,川流不息,1
别出心才,别出心裁,4
因才施教,因材施教,2
含糊其词,含糊其辞,4
出类拔粹,出类拔萃,4
强辞夺理,强词夺理,2
信口词黄,信口雌黄,3
编篡字典,编纂字典,2
不知所错,不知所措,4
鞠躬尽粹,鞠躬尽瘁,4
披星带月,披星戴月,3
感恩载德,感恩戴德,3
严惩不待,严惩不贷,4
以逸代劳,以逸待劳,3
责无旁代,责无旁贷,4
肆无忌殚,肆无忌惮,4
虎视眈耽,虎视眈眈,4
腾挪跌荡,腾挪跌宕,4
投机捣把,投机倒把,3
循规韬矩,循规蹈矩,3
中流抵柱,中流砥柱,3
一语破地,一语破的,4
喋谍不休,喋喋不休,2
迭床架屋,叠床架屋,1
沾污清白,玷污清白,1
调以轻心,掉以轻心,1
瘦骨伶丁,瘦骨伶仃,4
横度长江,横渡长江,2
欢渡春节,欢度春节,2
坠落腐化,堕落腐化,1
咄拙逼人,咄咄逼人,2
入不付出,入不敷出,3
趋炎赴势,趋炎附势,3
一付中药,一副中药,2
牵强副会,牵强附会,3
无以附加,无以复加,3
一幅手套,一副手套,2
感人肺俯,感人肺腑,4
费寝忘食,废寝忘食,1
三翻五次,三番五次,2
反云覆雨,翻云覆雨,1
要言不繁,要言不烦,4
半途而费,半途而废,4
愤发图强,奋发图强,1
恰如其份,恰如其分,4
阿谀奉迎,阿谀逢迎,3
破斧沉舟,破釜沉舟,2
诽夷所思,匪夷所思,1
言简意该,言简意赅,4
英雄气慨,英雄气概,4
更古未有,亘古未有,1
鬼斧神功,鬼斧神工,4
异曲同功,异曲同工,4
事必恭亲,事必躬亲,3
卑恭屈膝,卑躬屈膝,2
前倨后躬,前倨后恭,4
一股作气,一鼓作气,2
提心掉胆,提心吊胆,3
待价而估,待价而沽,4
依然固我,依然故我,3
盅惑人心,蛊惑人心,1
羽扇伦巾,羽扇纶巾,3
恶惯满盈,恶贯满盈,2
一仍旧惯,一仍旧贯,4
步入正规,步入正轨,4
行踪鬼秘,行踪诡秘,3
阴谋鬼计,阴谋诡计,3
明知固犯,明知故犯,3
发扬广大,发扬光大,3
鹄首穷经,皓首穷经,1
貌和神离,貌合神离,2
随声附合,随声附和,4
合盘托出,和盘托出,1
一丘之鹤,一丘之貉,4
曲高合寡,曲高和寡,3
万事享通,万事亨通,3
轰堂大笑,哄堂大笑,1
宏福齐天,洪福齐天,1
洪篇巨制,鸿篇巨制,1
候门似海,侯门似海,1
精神焕散,精神涣散,3
风云变换,风云变幻,4
惨绝人环,惨绝人寰,4
涣然一新,焕然一新,1
谎谬绝伦,荒谬绝伦,1
病入膏盲,病入膏肓,4
富丽堂惶,富丽堂皇,4
张慌失措,张皇失措,2
心恢意冷,心灰意冷,2
心恢意懒,心灰意懒,2
风雨如悔,风雨如晦,4
恢谐幽默,诙谐幽默,1
天网恢诙,天网恢恢,4
混身是胆,浑身是胆,1
插科打浑,插科打诨,4
百废具兴,百废俱兴,3
急风劲草,疾风劲草,1
积思广益,集思广益,1
迫不急待,迫不及待,3
即然如此,既然如此,1
若及若离,若即若离,2
土地贫脊,土地贫瘠,4
模范事绩,模范事迹,4
黔驴计穷,黔驴技穷,3
无计于事,无济于事,2
痛心击首,痛心疾首,3
不记其数,不计其数,2
丰功伟迹,丰功伟绩,4
佳宾满座,嘉宾满座,1
不加思索,不假思索,2
骄揉造作,矫揉造作,1
坚难困苦,艰难困苦,1
草管人命,草菅人命,2
精兵减政,精兵简政,3
唇枪舌箭,唇枪舌剑,4
绝然不同,截然不同,1
口蜜腹箭,口蜜腹剑,4
深符众望,深孚众望,2
开源截流,开源节流,3
直接了当,直截了当,2
结长补短,截长补短,1
目不交捷,目不交睫,4
弱不经风,弱不禁风,3
禁若寒蝉,噤若寒蝉,1
事过景迁,事过境迁,3
有志竞成,有志竟成,3
耳根清静,耳根清净,4
纠纠武夫,赳赳武夫,12
即往不咎,既往不咎,1
前踞后恭,前倨后恭,2
居为己有,据为己有,1
面面具到,面面俱到,3
细大不涓,细大不捐,4
大放决词,大放厥词,3
千均一发,千钧一发,2
娆幸生还,侥幸生还,1
不卑不抗,不卑不亢,4
棵粒归仓,颗粒归仓,1
无空不入,无孔不入,2
豆寇年华,豆蔻年华,2
烩炙人口,脍炙人口,1
功亏一溃,功亏一篑,4
众目睽暌,众目睽睽,4
鞭辟入理,鞭辟入里,4
色励内荏,色厉内荏,2
史无前列,史无前例,4
火中取粟,火中取栗,4
理令智昏,利令智昏,1
浮想连翩,浮想联翩,3
一枕黄梁,一枕黄粱,4
书写了草,书写潦草,3
眼花暸乱,眼花缭乱,3
万古留芳,万古流芳,3
戳力同心,戮力同心,1
高官厚录,高官厚禄,4
语无纶次,语无伦次,3
满腹经伦,满腹经纶,4
脉胳分明,脉络分明,2
门可落雀,门可罗雀,3
浮光略影,浮光掠影,3
攻城掠地,攻城略地,3
凤毛鳞角,凤毛麟角,3
高屋建领,高屋建瓴,4
巧言厉色,巧言令色,3
味同嚼腊,味同嚼蜡,4
心狠手棘,心狠手辣,4
陈词烂调,陈词滥调,3
无耻阑言,无耻谰言,3
粗制乱造,粗制滥造,3
脑羞成怒,恼羞成怒,1
宁缺毋烂,宁缺毋滥,4
褴竽充数,滥竽充数,1
厉害得失,利害得失,1
变本加利,变本加厉,4
历精图治,励精图治,1
伶牙利齿,伶牙俐齿,3
风声鹤戾,风声鹤唳,4
身体赢弱,身体羸弱,3
冠勉堂皇,冠冕堂皇,2
无理漫骂,无理谩骂,3
轻歌慢舞,轻歌曼舞,3
风糜一时,风靡一时,2
靡烂不堪,糜烂不堪,1
迷天大谎,弥天大谎,1
密而不宣,秘而不宣,1
莫可明状,莫可名状,3
暝思苦想,冥思苦想,1
自命得意,自鸣得意,2
死不暝目,死不瞑目,3
免为其难,勉为其难,1
棉里藏针,绵里藏针,1
默守成规,墨守成规,1
莫不关心,漠不关心,1
募然回首,蓦然回首,1
碑帖临摩,碑帖临摹,4
谋取暴利,牟取暴利,1
助纣为谑,助纣为虐,4
俗不可奈,俗不可耐,4
无可耐何,无可奈何,3
强驽之末,强弩之末,2
沤心沥血,呕心沥血,1
无独有隅,无独有偶,4
坚如盘石,坚如磐石,3
如法泡制,如法炮制,3
篷荜增辉,蓬荜增辉,1
通货澎胀,通货膨胀,3
嗜酒成僻,嗜酒成癖,4
批漏百出,纰漏百出,1
虚无飘缈,虚无缥缈,3
心怀巨测,心怀叵测,3
东施效频,东施效颦,4
凭心而论,平心而论,1
前扑后继,前仆后继,2
风尘扑扑,风尘仆仆,34
星罗旗布,星罗棋布,3
修茸一新,修葺一新,2
洽如其分,恰如其分,1
恰谈业务,洽谈业务,1
巧装打扮,乔装打扮,1
一窃不通,一窍不通,2
提纲契领,提纲挈领,3
浸人心脾,沁人心脾,1
山青水秀,山清水秀,2
倾刻之间,顷刻之间,1
磐竹难书,罄竹难书,1
为国捐驱,为国捐躯,4
曲指可数,屈指可数,1
能曲能伸,能屈能伸,2
委屈求全,委曲求全,2
怙恶不俊,怙恶不悛,4
缺之不恭,却之不恭,1
鸠占雀巢,鸠占鹊巢,3
一唱一合,一唱一和,4
一落干丈,一落千丈,3
一箭双貂,一箭双雕,4
一脉相成,一脉相承,4
一泄千里,一泻千里,2
一鼓作汽,一鼓作气,4
一如即往,一如既往,3
一丝不芶,一丝不苟,4
一衣戴水,一衣带水,3
一朝一汐,一朝一夕,4
一表人材,一表人才,4
一波三拆,一波三折,4
一步蹬天,一步登天,3
一贪如洗,一贫如洗,2
一汽呵成,一气呵成,2
两败惧伤,两败俱伤,3
三令五珅,三令五申,4
入沐三分,入木三分,2
火冒三仗,火冒三丈,4
五彩滨纷,五彩缤纷,3
五藏六腑,五脏六腑,2
学复五车,学富五车,2
六月飞箱,六月飞霜,4
六根淸净,六根清净,3
八面伶珑,八面玲珑,3
半斤八俩,半斤八两,4
九嚣云外,九霄云外,2
十冬蜡月,十冬腊月,3
百渎不厌,百读不厌,2
百费俱兴,百废俱兴,2
百练成钢,百炼成钢,2
百拆不挠,百折不挠,2
千捶百炼,千锤百炼,2
千恣百态,千姿百态,2
千裁难逢,千载难逢,2
投鼠寄器,投鼠忌器,3
蟑头鼠目,獐头鼠目,1
汗牛充冻,汗牛充栋,4
姣兔三窟,狡兔三窟,1
守珠待兔,守株待兔,2
龙飞风舞,龙飞凤舞,3
龙风呈祥,龙凤呈祥,2
来胧去脉,来龙去脉,2
画蛇填足,画蛇添足,3
虚与委漪,虚与委蛇,4
珠丝马迹,蛛丝马迹,1
兵慌马乱,兵荒马乱,2
人困马泛,人困马乏,4
悬崖肋马,悬崖勒马,3
历马秣兵,厉马秣兵,1
脱僵之马,脱缰之马,2
金戈轶马,金戈铁马,3
杀鸡敬猴,杀鸡儆猴,3
杀猪莘羊,杀猪宰羊,3
凤毛鳞角,凤毛麟角,3
鹰歌燕舞,莺歌燕舞,1
一丘之貂,一丘之貉,4
蝇头徽利,蝇头微利,3
独占鳖头,独占鳌头,3
瓮中捉鳌,瓮中捉鳖,4
鱼蚌相争,鹬蚌相争,1
螳螂捕禅,螳螂捕蝉,4
壇花一现,昙花一现,1
黄梁美梦,黄粱美梦,2
荆棘从生,荆棘丛生,3
如火如茶,如火如荼,4
名列前矛,名列前茅,4
锦上填花,锦上添花,3
繁花似棉,繁花似锦,4
苹水相逢,萍水相逢,1
不决于耳,不绝于耳,2
口干舌躁,口干舌燥,4
信手捻来,信手拈来,3
捶头丧气,垂头丧气,1
皮开肉锭,皮开肉绽,4
目不遐接,目不暇接,3
扣人心炫,扣人心弦,4
捶手可得,唾手可得,1
眼急手快,眼疾手快,2
袖手傍观,袖手旁观,3
手无缚肌,手无缚鸡,4
旁敲测击,旁敲侧击,3
秀手旁观,袖手旁观,1
苦中做乐,苦中作乐,3
稳操胜卷,稳操胜券,4
安内禳外,安内攘外,3
骋前毖后,惩前毖后,1
明眸昊齿,明眸皓齿,3
不谋而和,不谋而合,4
义不容词,义不容辞,4
参差不济,参差不齐,4
萎靡不震,萎靡不振,4
一毛不拨,一毛不拔,4
络绎不决,络绎不绝,4
瑞测不安,揣测不安,1
坚忍不拨,坚忍不拔,4
高瞻远嘱,高瞻远瞩,4
左顾右吩,左顾右盼,4
添油加蜡,添油加醋,4
狂风瀑雨,狂风暴雨,3
风弛电掣,风驰电掣,2
心旷神贻,心旷神怡,4
千恣百态,千姿百态,2
不声不晌,不声不响,4
颠三捯四,颠三倒四,3
不偏不移,不偏不倚,4
左顾右砏,左顾右盼,4
甜言密语,甜言蜜语,3
辛灾乐祸,幸灾乐祸,1
离乡被井,离乡背井,3
自始自终,自始至终,3
大才小用,大材小用,2
一曲同工,异曲同工,1
南猿北辙,南辕北辙,2
今非西比,今非昔比,3
功败垂城,功败垂成,4
启死回生,起死回生,1
前扑后继,前赴后继,2
公抱私仇,公报私仇,2
人小诡大,人小鬼大,3
经天玮地,经天纬地,3
厚此簿彼,厚此薄彼,3
藏头漏尾,藏头露尾,3
先人后已,先人后己,4
外强中杆,外强中干,4
挑肥捡瘦,挑肥拣瘦,3
尔虞我炸,尔虞我诈,4
一口同声,异口同声,1
众说纷坛,众说纷纭,4
疾功近利,急功近利,1
痴心忘想,痴心妄想,3
任劳认怨,任劳任怨,3
载歌裁舞,载歌载舞,3
无影无综,无影无踪,4
归心似剑,归心似箭,4
箭拔弩张,剑拔弩张,1
短兵相结,短兵相接,4
口密腹剑,口蜜腹剑,2
无的放失,无的放矢,4
自相茅盾,自相矛盾,3
枕戈带旦,枕戈待旦,3
图穷匕现,图穷匕见,4
春光明湄,春光明媚,4
春花滥漫,春花烂漫,3
合风细雨,和风细雨,1
娇阳似火,骄阳似火,1
鸟语婵鸣,鸟语蝉鸣,3
金桂漂香,金桂飘香,3
东方欲骁,东方欲晓,4
晨光煊丽,晨光绚丽,3
吹烟四起,炊烟四起,1
诧紫嫣红,姹紫嫣红,1
绣丽多姿,秀丽多姿,1
清翠欲滴,青翠欲滴,1
山青水秀,山清水秀,2
水流踹急,水流湍急,3
杯水车新,杯水车薪,4
青香鲜嫩,清香鲜嫩,1
壮志淩云,壮志凌云,3
风起云踊,风起云涌,4
哄云托月,烘云托月,1
烟硝云散,烟消云散,2
日上三杆,日上三竿,4
日高三咫,日高三尺,4
列日当头,烈日当头,1
千呁一发,千钧一发,2
克不容反,刻不容反,1
暗渡陈仓,暗度陈仓,2
稳如秦山,稳如泰山,3
徽乎其微,微乎其微,1
一丝一亳,一丝一毫,4
沧海一栗,沧海一粟,4
磨肩接踵,摩肩接踵,1
纷至踏来,纷至沓来,3
一应具全,一应俱全,3
直言不玮,直言不讳,4
光明垒落,光明磊落,3
力王狂阑,力挽狂澜,4
水长船高,水涨船高,2
学无止尽,学无止境,4
眉青目秀,眉清目秀,2
容光唤发,容光焕发,3
妄自遵大,妄自尊大,3
抬金不昧,拾金不昧,1
衿怀坦白,襟怀坦白,1
英姿唤发,英姿焕发,3
刚正不啊,刚正不阿,4
两袖轻风,两袖清风,3
既往不究,既往不咎,4
功标清史,功标青史,3
老骥伏砺,老骥伏枥,4
陵云之志,凌云之志,1
摩杵成针,磨杵成针,1
大气晚成,大器晚成,2
愤发有为,奋发有为,1
我武唯扬,我武惟扬,3
焖心自问,扪心自问,1
戒骄戒操,戒骄戒躁,4
裁酒问字,载酒问字,1
不骄不燥,不骄不躁,4
知过毕改,知过必改,3
自怨自哎,自怨自艾,4
刚肠嫉饿,刚肠嫉恶,4
仗义直言,仗义执言,3
见义勇围,见义勇为,4
目不窥圆,目不窥园,4
全神惯注,全神贯注,3
珲身是胆,浑身是胆,1
能征贯战,能征惯战,3
合颜悦色,和颜悦色,1
爱璔分明,爱憎分明,2
食不众味,食不重味,3
唾便自干,唾面自干,2
一毛不拨,一毛不拔,4
扬肠小道,羊肠小道,1
渡日如年,度日如年,1
日理万基,日理万机,4
凿璧偷光,凿壁偷光,2
挺而走险,铤而走险,1
回昧无穷,回味无穷,2
